Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GNI (current US$),NY.GNP.MKTP.CD,Chad,TCD,1370995780.85984,1688295031.67209,1936981283.91027,2284427678.42187,3727138752.81425,5624396736.40606,6216752621.19847,7450472992.58595,8724999838.06055,8903735877.46304,10312400156.7342,11856127557.8128,12067689658.1783,12362321620.2327,13336601200.4318,10618477308.952,9911697343.60347,9869508104.40075,11075018517.4464,11140998348.157,10561570203.5702
GNI (current US$),NY.GNP.MKTP.CD,Channel Islands,CHI,6243001967.01468,6080322441.34159,6482314148.68106,7173877551.02041,8288172830.46503,8512727272.72727,9205151793.92824,10888355342.1369,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Chile,CHL,75600289537.052,69224681510.7904,67561450747.2172,72616133044.5538,91774912438.4513,112636770571.356,137406723382.849,155560174983.822,165740284466.404,160012171545.053,202995610888.461,229490673885.278,252400856755.896,265043915698.113,248044111742.43,236499159249.766,242408025942.515,265419010397.283,283731131937.209,268162195582.616,238402997861.888
GNI (current US$),NY.GNP.MKTP.CD,China,CHN,1196666294912.7,1320227796243.79,1455612429060.58,1650062101087.62,1950215158851.83,2269852493014.37,2746976328906.05,3558368430392.41,4622902194453.46,5093159063362.56,6061119730102.3,7481168651331.33,8512367896307.12,9492643372933.55,10488924466511.7,11008790517173.1,11177613255096.9,12294360422000.8,13833878514023,14239959159195.7,14570138554163.6
GNI (current US$),NY.GNP.MKTP.CD,Colombia,COL,97718648093.3112,95777135425.9585,95314904268.2837,91412427226.8605,113027760127.865,141880361519.056,157492940571.933,199874294788.171,234129163989.797,225561446021.39,276539068640.164,320761717516.972,356514928064.049,368881076786.015,370407849663.061,289667485072.051,279593356364.69,306527532467.246,325924723783.161,315981529486.676,267316075092.327
GNI (current US$),NY.GNP.MKTP.CD,Comoros,COM,351478573.92977,379225537.156707,425207810.943281,545532577.7499,631540708.345243,652172845.953938,696992620.211414,797225240.520007,913871833.189233,904095427.727756,907127367.477646,1022301421.60104,1014150823.72223,1116441467.66605,1154095451.99841,971041228.19668,1018354712.80357,1082473390.4258,1195077463.59723,1200664051.45658,1229785123.15368
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Dem. Rep.",COD,18699788397.1014,7061817563,8430337554.61324,8710928320.4579,9989337555.95146,11457022323.4126,13982218317.6871,16102883772.5723,18458639111.6113,17862576444.95,20654940435.8225,24543304631.5936,27710051425.5743,29868626861.7829,32869069802.4626,35126777862.4323,36345366908.6642,36945658210.5005,45864379355.5355,48961721320.9821,47449011448.6566
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Rep.",COG,2280886123.44606,1969428969.78787,2183515260.55016,2583994527.85293,3167358244.51213,5043792809.4087,6838186775.39028,7369856880.83095,10214799509.4018,8961396851.17391,12221536231.1538,14089660178.6591,16736472283.2997,17547363836.017,17656361655.2576,12500669130.4274,11322050659.9619,13392955693.5212,15597133110.271,15384927272.448,11531366743.5153
GNI (current US$),NY.GNP.MKTP.CD,Costa Rica,CRI,14324629658.6521,15242174336.9721,15815820687.2881,16474760506.9483,17822594846.2083,19287642476.9817,22054540324.6944,26197700344.8406,30212744881.9502,29744714312.9905,36472614803.848,41344613699.9524,45775655431.1389,49121668840.8692,49902408951.8225,54061920821.0806,56395019609.6549,57355044657.2254,59076164991.5374,60587670521.1842,58761610760.3912
GNI (current US$),NY.GNP.MKTP.CD,Cote d'Ivoire,CIV,9739259799.53872,9920429934.26071,10857690475.0713,13047012640.9597,14789614199.3245,16439390789.4331,17106470548.8186,19561214762.9988,23421489609.0755,23436744007.0101,23995591346.8555,24425274903.2717,25926659704.5613,29861782829.5396,47933652036.623,44807751758.8229,47331529977.4203,50973205806.8713,56893409544.8722,58216043448.0878,61136360883.1261
GNI (current US$),NY.GNP.MKTP.CD,Croatia,HRV,21725383085.1611,22581476856.6134,26299001959.0735,34089645139.071,41130568825.1638,43931465753.2575,48295986738.7956,57926566622.372,66223647635.7963,59744545776.1384,56781546457.2394,60695666991.6364,55436405541.2568,58360954386.5981,58479135340.4628,51132634693.6307,51607547395.7117,55936595910.0909,61227029664.1239,61521720944.4345,59195249102.2397
GNI (current US$),NY.GNP.MKTP.CD,Cuba,CUB,29943500000,31178800000,32979826200,35340723500,37552770500,42010636100,48263703703.7037,53374259259.2593,55325092592.5926,55960185185.1852,58237037037.037,67926000000,72146000000,76226000000,79602100000,86014000000,90086000000,95497000000,98575000000,101873800000,..
GNI (current US$),NY.GNP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,2894784974.70178,2951663072.19769,2951110505.60785,2993652805.45253,3014589267.76423,2967651081.87158,2998237717.43363,3028320126.79454,3038652556.8076,2551929885.09625
GNI (current US$),NY.GNP.MKTP.CD,Cyprus,CYP,9128568331.76249,9655802367.94171,10831199038.4615,13954369195.923,16345890000,17475010570.8245,18960303600.552,22433135778.8119,27388166105.1706,25873166157.2659,25431296723.2262,28366739790.7056,24872764788.5623,23645299457.4637,22592071770.9452,19774901919.0144,20211956551.818,22248590723.5152,24660886683.9165,24543817364.398,23469189245.9903
GNI (current US$),NY.GNP.MKTP.CD,Czechia,CZE,60625668795.585,65898379680.1426,79239888083.1801,96725406785.0686,114139370734.403,130807057527.111,146538883676.468,177936058973.967,222389334395.52,193114095367.99,193418140405.535,211036199499.884,195428016856.085,198239568740.499,194987353968.445,175136907363.179,183030984148.2,206250524034.28,235330815043.776,237284304854.517,233709848019.733
GNI (current US$),NY.GNP.MKTP.CD,Denmark,DNK,160421991562.643,162360864132.263,176412403257.882,216143722391.73,251681994959.189,266599076189.365,286311629784.086,321027058801.918,357301936015.378,324446827957.992,327262172001.618,351257091701.648,334536414976.473,354463589494.156,365833620392.697,311964189253.733,320812594566.814,339391058127.817,366754681199.451,356539625739.249,366486581965.025
GNI (current US$),NY.GNP.MKTP.CD,Djibouti,DJI,567019654.402125,584835781.927853,606415674.005886,642959470.180789,688601797.19898,729424209.857023,791915417.986619,871804682.620512,1031814867.12319,1070790733.7906,1145970369.28669,1247888544.40387,1417840322.75308,2051480179.60736,2263292357.12156,2500358047.16381,2640882327.91848,2753515438.80577,2892833391.10178,3114862326.34298,3207558012.27767
GNI (current US$),NY.GNP.MKTP.CD,Dominica,DMA,294151851.851852,315096666.666667,305265925.925926,316294925.925926,333866962.962963,335276037.037037,375247518.518519,401759222.222222,439852814.814815,475418518.518519,484385185.185185,490477777.777778,476466666.666667,478788888.888889,503785185.185185,521844444.444444,555100000,523366666.666667,555581481.481481,600851851.851852,511437037.037037
GNI (current US$),NY.GNP.MKTP.CD,Dominican Republic,DOM,23264382288.6665,24510264399.3797,25985365358.0358,20001897173.9871,20508091854.3064,33873692624.5413,36027481304.4491,41782483674.1949,46374384200.1594,46539860373.1038,51932987259.1108,55775273598.9956,58281935652.0185,59709859337.2435,63932555677.2837,68228426835.72,72451547877.1436,76204246305.3777,81863690138.2717,84872472558.5555,75019656298.6199
GNI (current US$),NY.GNP.MKTP.CD,Ecuador,ECU,17103552776.3882,23235924000,27296182800,30940439900,34751628400,39691563800,44974439600,48973356000,60290373000,61241510000,68569173000,78067843000,86587424000,93662124000,100144291000,97501257000,98028639000,101858207000,104605438000,104934502000,96008370000
GNI (current US$),NY.GNP.MKTP.CD,"Egypt, Arab Rep.",EGY,100305543960.076,97756136118.5984,85241867415.7303,80181261538.4615,78575767532.4675,89346865557.4043,107956786956.522,131614828371.278,164177881818.182,189300605444.646,214618966061.706,229940172977.625,272637266666.667,281027708527.132,298332708895.265,323665676819.407,327970017791.411,243794271739.13,256309032526.73,307669215489.749,372463841547.099
GNI (current US$),NY.GNP.MKTP.CD,El Salvador,SLV,11531827700,12016833600,12340790300,12820792200,13266960900,14207700000,15562370000,16555500000,17597840000,17045650000,17909710000,19665540000,20515590000,21000760000,21558030000,22346390000,22945050000,23591570000,24550760000,25540040000,23672570000
GNI (current US$),NY.GNP.MKTP.CD,Equatorial Guinea,GNQ,675806916.325726,587616433.65253,821380430.543874,924205363.796268,1481460300.58029,4173013694.85662,7939532609.24236,10450746473.5717,14636832123.2464,9938850407.13803,9578455863.33821,13819219548.0269,14844232072.191,15003861970.1399,14796386735.7675,9945017697.99731,8709938326.77619,8983531116.62288,10026980379.1012,8329916823.55915,7454529309.38793
GNI (current US$),NY.GNP.MKTP.CD,Eritrea,ERI,706846472.727273,750014009.321481,723218955.061266,860583719.735471,1093759651.85857,1089002488.92793,1202459440.65041,1310746757.72358,1368434686.17886,1840533600,1569887473.17073,2041455160.97561,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Estonia,EST,5472116465.49341,5947902604.95927,6978783083.73363,9301313233.96567,11465094409.9379,13457655764.2084,16082181658.5121,20706693128.9351,23069137249.1578,19034731869.9639,18473734528.309,22028387855.0584,22063932819.8438,24507230930.4314,25876006876.5489,22387751107.0312,23537298481.751,26262150181.8824,29976050226.9019,30681549837.647,30896975845.1363
GNI (current US$),NY.GNP.MKTP.CD,Eswatini,SWZ,1772296532.42126,1644811327.54876,1435485075.20387,2155641409.91327,2772685197.22583,3356400330.34937,3305330021.24034,3510481231.27758,3288884309.26026,3504876408.98151,4212614314.93267,4528146052.15826,4571223253.09633,4400179046.08736,4235855029.40478,3903725441.89294,3610865372.30658,4107866513.12137,4346320987.00161,4013374461.80539,3583786298.09583
GNI (current US$),NY.GNP.MKTP.CD,Ethiopia,ETH,8182221161.58506,8180069454.11753,7797207615.85915,8557581131.63568,10067656708.6258,12365354408.4331,15242461910.6314,19721806402.0923,27086850118.9961,32395738209.0412,29825574928.2445,31883271774.1935,43214529006.0852,47541495176.3408,55459432981.0435,64326828327.9098,74054063837.4245,81285285937.504,83891882898.1509,95323016753.8224,107045139885.794
GNI (current US$),NY.GNP.MKTP.CD,Faroe Islands,FRO,1108071314.82502,1190894861.67965,1315120471.74856,1556877519.5733,1790585534.4057,1820604277.86977,2085061860.38894,2407810421.62308,2505310279.39455,2244189232.82372,2362041757.97798,2640968634.56263,2553433108.74313,2836986264.29586,3018921982.08025,2643571024.39139,2915942111.65708,3080225592.02459,3279611960.75329,3360023702.11503,3355654225.09291
GNI (current US$),NY.GNP.MKTP.CD,Fiji,FJI,1711480415.76135,1638537768.77216,1848095477.61672,2301494697.66343,2708366993.65263,3023749797.46264,2955406654.34381,3302755697.69608,3436092991.15266,2859170936.23766,3042538815.29876,3663305384.38,3825371293.14434,4108022907.69855,4631708798.22035,4398111362.78453,4658240994.8904,4930366661.23346,5221596256.89357,4993717609.84904,4151389791.7723
GNI (current US$),NY.GNP.MKTP.CD,Finland,FIN,125234472746.667,129485638946.851,140829968379.608,170641200958.823,198868882866.796,205740184703.502,219064326741.176,257127719239.609,286195777419.531,256645544754.687,252651105183.334,276659458249.028,259497761579.297,272476696925.491,277614151896.47,236841059684.375,241867185380.545,255775633889.412,276815737098.039,269899706941.176,276322367069.261
GNI (current US$),NY.GNP.MKTP.CD,France,FRA,1387213402712.16,1402495832979.14,1517047281243.53,1869026496404.31,2148978081185.33,2234564034091.83,2366964499002.35,2713440990838.05,2994136038927.34,2763004002090.23,2706418757800.01,2941328117344.36,2742349300400.39,2874861573220.79,2917864654134.5,2491864986670.7,2525276585700.01,2653805221561.18,2855661376338.82,2787416524619.6,2667982790343.98
GNI (current US$),NY.GNP.MKTP.CD,French Polynesia,PYF,4311914078.43024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Gabon,GAB,4299812306.95188,4393551523.65287,4854435332.82954,5797168342.66479,6576889565.21156,8624811513.89532,8966977835.36173,10624577435.2236,13406691592.6584,10736261136.2736,12484464818.8341,15711223534.0502,15456970450.5363,15890971279.4193,17256249272.8969,13188718895.9174,12934874984.9426,13985728543.24,15754973543.4626,15511133840.5581,14503352825.4392
GNI (current US$),NY.GNP.MKTP.CD,"Gambia, The",GMB,752679610.169989,656185817.724281,545287414.665005,464320905.186827,941272173.640013,1005255706.8864,1029030979.95865,1253850057.60966,1536177633.28354,1422149144.42872,1513388694.69798,1377826167.82841,1385745350.56654,1345939442.48817,1200491695.26956,1345126615.38757,1456754210.86823,1476610319.28467,1641472104.63513,1783609669.12913,1785259979.96958
GNI (current US$),NY.GNP.MKTP.CD,Georgia,GEO,3094875335.18846,3239462097.99534,3406166805.19658,4000877682.75348,5199165171.11853,6471712910.47761,7906347725.5252,10208931260.9698,12735844839.5215,10723319726.5229,12025822204.7172,14681585003.2167,16316418088.5119,16872958727.8685,17397528582.6829,14614980069.1125,14440206023.091,15447241289.4464,16912337107.9108,16692817891.6005,15104331382.4485
GNI (current US$),NY.GNP.MKTP.CD,Germany,DEU,1937024251730.2,1932123667212.6,2056434683769.81,2476230001432.94,2831354282320.08,2870368808691.05,3045353242965.88,3475319883354.91,3780819607074.22,3488175094524.22,3467862685333.34,3845325104620.63,3611772218601.56,3820263805783.93,3967012279025.08,3434101056827.73,3555930677612.46,3778789183700.01,4108434453701.96,4034728306596.07,3998734917350.98
GNI (current US$),NY.GNP.MKTP.CD,Ghana,GHA,4835892490.44353,5206791380.76657,6036760316.85337,7467744391.78369,8683237149.73402,10613426954.4381,20312808010.4294,24686774020.2591,28562727613.9792,25954434872.8475,31663500964.6968,38113676481.7098,39175664473.0821,61074141772.0241,51920567774.009,47920547875.1384,53961346502.9182,57431257424.8171,64269886147.6558,65527725429.3959,70776522597.3523
GNI (current US$),NY.GNP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Greece,GRC,..,..,..,..,..,..,268470249515.23,310686621838.71,345308085597.682,323954053840.086,290552217824.167,275151260812.938,244054444999.141,238898896581.592,236986597189.975,195524237566.206,192207306613.596,198842523409.192,209711639142.139,203407936304.627,187724248007.129
GNI (current US$),NY.GNP.MKTP.CD,Greenland,GRL,1043282168.42357,1057094010.35731,1138483294.01166,1389716824.13502,1599884628.03809,1662189360.85417,1657465000.37499,2042179704.57966,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Grenada,GRD,486296222.222222,478999740.740741,492740296.296296,540525814.814815,533925222.222222,667273407.407407,669815814.814815,717591481.481481,783264333.333333,708231333.333333,731135629.62963,746883222.222222,765599962.962963,816932777.777778,828696296.296296,880007407.407407,964540740.740741,1004085185.18519,1051414814.81481,1094485185.18519,968811111.111111
GNI (current US$),NY.GNP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Guatemala,GTM,19079327925.655,18320789484.8353,20125833974.7114,21258490637.0814,23167197881.9344,26298392089.3315,29063849606.8006,32725151264.6964,37869720191.5125,36396848186.4057,39642878334.4674,45572706218.2146,48568929273.3039,51760446244.4955,56335052823.6798,60699664551.0048,64628103061.907,70152653689.6945,71826149778.5991,75768260973.7319,76311430186.5534
GNI (current US$),NY.GNP.MKTP.CD,Guinea,GIN,2922237237.02719,2742369206.19179,2917567911.07596,3200990292.8376,3366577656.82438,2657936687.92261,4179199242.72882,6218767649.95286,6872979187.76121,6548704517.07605,6776357832.56905,6651747215.63315,7516065225.98568,7971453880.91244,8494333643.36083,8650959072.69297,8446956140.28119,10274041364.9736,11448771551.2351,12866865430.2272,12718854509.8149
GNI (current US$),NY.GNP.MKTP.CD,Guinea-Bissau,GNB,358663952.304833,376717461.75483,409024924.364766,466427315.924502,521762101.635577,575592819.001825,586774077.475004,693393853.767676,854545389.453328,819881739.067485,846239105.161303,1106262127.56269,994656388.248391,1026052912.2288,1092300626.36453,1073811501.64839,1208741889.03437,1352932512.80503,1453500193.02599,1470018450.96808,1456255005.21606
GNI (current US$),NY.GNP.MKTP.CD,Guyana,GUY,668697606.753275,660857086.835611,671139695.277057,700124649.823557,755942664.800877,804427767.354597,2310819139.49501,2719807884.45604,3010394913.58716,3148777420.44619,3445692394.42255,3682055317.31347,4087055581.43303,4196300935.59876,4154360158.47256,4304540193.7046,4478097336.56174,4736674334.14044,4759937005.53562,5127160191.84652,5312756594.72422
GNI (current US$),NY.GNP.MKTP.CD,Haiti,HTI,6804376654.5564,6322500041.87711,6192177279.97913,5057669421.77157,6075024632.60448,6995113401.20165,7645355508.7506,9230842348.86126,10438508828.6938,11609799003.3677,11881595235.1466,13046543752.3463,13763468476.577,14934015314.8063,15195979031.2324,14890262333.494,14117174034.471,15151864650.268,16454143050.7791,15065747025.9284,14536821917.3148
GNI (current US$),NY.GNP.MKTP.CD,Honduras,HND,6963911560.32849,7392750128.01398,7559838263.02736,7863763890.51209,8414113886.94777,9300016960.18477,10385040482.2217,11961254505.1363,13474643507.3915,14298648856.0526,15110478377.9922,16768716965.8081,17246974067.0948,17196025367.0829,18168820189.9466,19549522844.999,20197382809.1574,21721185141.5868,22173255705.3739,23102951995.629,22170663018.0172
GNI (current US$),NY.GNP.MKTP.CD,"Hong Kong SAR, China",HKG,173048017068.56,173309184164.129,167424656526.028,165524127524.32,172692218798.151,182529023766.888,198107245611.485,218366355753.064,232186050477.774,220467249330.796,233477797555.388,255300102774.923,266426366710.299,280921093347.086,297470635792.782,315110265423.937,328924087732.294,356100574860.134,378930152452.638,381415346793.49,365064198422.111
GNI (current US$),NY.GNP.MKTP.CD,Hungary,HUN,44475804736.8481,50630432392.3382,63764742792.0142,80511625377.2179,97759238415.7896,106110791276.79,108557692856.124,129559337522.287,147909075010.473,125364104383.822,125954223289.104,135068573275.969,123360599722.351,131737629361.407,134668476150.214,119182529780.817,125141112045.183,137321995627.354,154276621414.076,159691089245.166,153471547311.118
GNI (current US$),NY.GNP.MKTP.CD,Iceland,ISL,8688310796.78437,7957742336.12455,9333442133.41014,11338316151.9509,13335916435.9889,16018101732.7255,15987097533.4853,20256382258.9962,14073367847.3278,10553993507.6805,11120562233.1499,12847566765.7123,12884269289.7672,15287504221.781,16897076236.1288,16543802057.7224,19826589745.4317,23965940755.6076,24925636305.7046,24634234577.5015,21074087065.6242
GNI (current US$),NY.GNP.MKTP.CD,India,IND,463418960195.248,481233322101.917,511490036317.737,603192892965.562,704168745476.478,814482820619.963,932915277251.682,1211641639990.71,1191736971828.07,1333878515185.91,1657660502177.3,1807020595453.6,1806177396659.4,1833600950845.86,2015014420881.04,2079182865638.45,2268496715258.95,2622801076651.4,2673994276922.96,2808367623253.76,2635665834172.74
GNI (current US$),NY.GNP.MKTP.CD,Indonesia,IDN,154077737575.381,154497031123.037,189806032770.414,225746848643.873,245051229791.359,271957843285.474,349037816633.008,414441364730.336,492096264956.174,520694548999.934,734988311299.241,868239118624.63,891961469643.941,885249528975.533,860946502355.486,832298853313.049,902045435884.24,983437956183.896,1011212626783.42,1085078650138.71,1029975056921.9
GNI (current US$),NY.GNP.MKTP.CD,"Iran, Islamic Rep.",IRN,109789552702.844,127176778522.083,128988619778.839,153832496498.366,189735120671.673,226042321378.783,266410628180.882,350835696890.552,413692074636.929,416274638566.69,486886674335.487,626597892198.562,648244556819.742,495918620540.927,462752546062.561,408517212107.135,458482952777.226,487226042435.883,331410619457.699,283702103192.715,239332303844.648
GNI (current US$),NY.GNP.MKTP.CD,Iraq,IRQ,48059388965.9424,35918504942.9525,32363890128.59,21945812154.5324,36680330189.0038,45427690353.2609,61594655250.7121,85770188556.6784,135099654255.139,114752590928.317,140109922649.573,185512264444.444,219061681765.084,233577245128.645,227112056174.957,165257898273.648,165042609560.068,185776960050.676,225613469034.031,232469897800.338,179116938800.336
GNI (current US$),NY.GNP.MKTP.CD,Ireland,IRL,87356264075.3147,93407453250.5072,107815207856.415,141965782782.433,167774483219.72,183494835455.801,203609185934.329,233496355355.794,238433636292.015,197524076527.478,186534181410.5,194555849019.631,182483455807.02,201478489502.136,219223385908.018,224608767716.753,243912675918.888,267503492452.218,299136601639.581,310165701604.556,320580322388.955
GNI (current US$),NY.GNP.MKTP.CD,Isle of Man,IMN,1627870548.24885,1731681694.57564,2022014199.72218,2419677637.1308,2938995021.20597,3152527734.95164,3578579051.28872,4369441378.20025,4356924717.29634,3833226606.38615,5981929161.61457,6691840624.47707,6817825652.67757,7202024262.95026,7655182163.62788,6826491273.46253,6105445022.64971,6365339028.0711,7111615340.63127,6961138604.75865,6534629187.31863
GNI (current US$),NY.GNP.MKTP.CD,Israel,ISR,127972402325.068,129183293863.091,120638938114.737,126723966535.649,135943294511.379,145866914009.403,158107266484.133,183829772157.445,216340490802.676,207502022734.786,234571407404.436,263882192674.99,256294768864.588,291688051032.678,312212949125.541,300150272715.578,318071673537.759,355438750393.854,374876745460.837,397736725276.623,407899013182.635
GNI (current US$),NY.GNP.MKTP.CD,Italy,ITA,1142299340172.39,1164448341671.22,1271074053343.3,1570015784573.64,1803554244449.46,1861136280618.83,1957286082582.7,2214810509531.73,2386641522088.98,2198543924651.95,2131574091108.34,2289189703989.3,2084406708913.59,2138212137190.75,2162198263107.91,1823940445540.23,1882461088199.89,1972735013154.24,2115040163160.31,2027301728521.57,1921655176693.23
GNI (current US$),NY.GNP.MKTP.CD,Jamaica,JAM,8655164475.62794,8756927829.98614,9113709498.82582,8858834812.58008,9592121830.73735,10567650122.5138,11314546940.6435,12138005200.6469,13141139947.8887,11452543825.4573,12725932639.2705,13926261521.2056,14607486110.2225,13930605100.5079,13600817721.6819,13748936958.4345,13482096714.1281,14387985171.3441,15134792835.5809,15389266570.7267,13358021803.4082
GNI (current US$),NY.GNP.MKTP.CD,Japan,JPN,5040235511364.95,4442724323185.68,4243893355026,4592583679436.92,4987574981745.58,4938602699009.78,4724628609114.59,4720092396404.35,5243862441285.03,5422436226957.12,5912477091132.79,6414396892358.66,6445536590964.04,5391605623511.27,5079021304760.51,4619771168713.41,5177794688417.2,5113251596855.53,5233677416722.46,5318494421653.03,5232132855616.28
GNI (current US$),NY.GNP.MKTP.CD,Jordan,JOR,8561212976.02257,9137454635.72469,9651480959.09732,10325528913.9633,11685331452.7504,12926093088.8575,15511142454.1608,17686177715.0917,23070317486.934,24913369014.0845,26919156338.0282,29259642112.6761,31246533521.1268,34115848591.5493,36430961830.9859,38153862957.7465,39586903521.1268,41401619014.0845,43171424084.507,44510471126.7606,43576298591.5493
GNI (current US$),NY.GNP.MKTP.CD,Kazakhstan,KAZ,17152990926.4845,21058289426.1417,23651798315.1618,29229493253.7665,40430947002.6096,51568171733.8952,71653766929.1251,91904211572.0145,114066343535.03,102891184164.86,128671748240.643,164881370862.216,179881468864.113,211486897952.974,198714509414.101,172770506433.204,123828020084.171,148657290109.179,157278679804.064,158974562541.081,156009669230.591
GNI (current US$),NY.GNP.MKTP.CD,Kenya,KEN,12575570003.8209,12838507613.6252,13026151015.0803,14738442156.8305,15953749659.6096,18731701276.4984,25755429878.1699,31814012977.2897,35863494628.8632,36976859034.0263,39852484980.0245,41961926464.5493,50187341471.2162,54496773151.3016,60579831275.5359,63195136105.8826,73804818194.5745,80475458830.12,90812279975.0377,98773634589.8843,98922018232.276
GNI (current US$),NY.GNP.MKTP.CD,Kiribati,KIR,109309455.383062,109124556.102536,115664065.832031,136240412.889435,149424674.499468,159031075.860289,158426622.681119,192075850.318705,206674916.653555,184123916.437014,228591513.587634,250113542.975787,288335223.020476,303916104.722932,336286717.626663,351403488.016687,318150215.874297,359607598.486336,364923344.275923,369580904.268534,331971327.18411
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Rep.",KOR,572324070533.154,543949912726.203,624918960556.181,700262887098.861,791800835959.093,928297917610.366,1050141051885.2,1169640851893.23,1047605060656.69,942479070896.604,1145380644380.26,1261047470780.75,1291410762822.05,1379368985349.08,1491673283689.83,1470624628355.3,1505162317173.77,1629690182358.85,1732322374323.88,1665675897739.53,1658668665990.32
GNI (current US$),NY.GNP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,5421984766.36883,5101747822.39135,5433365680.59775,6496425130.69477,6360842555.82412,6896736559.10406,7225543488.20983,6398632330.60752,6765147267.74239,7324662740.49908,8012300805.91592,8079554129.88757,7904027991.69486
GNI (current US$),NY.GNP.MKTP.CD,Kuwait,KWT,44417966305.0282,39790401784.2586,41478839408.5169,51233507375.5419,65567356633.8649,89654794520.548,114725201257.168,127029632600.787,158122665793.742,112897475545.98,124837146336.272,163069653850.474,183196516346.594,187422995955.414,178291579838.843,127279526145.746,122185300046.006,139464096588.1,156539665050.537,156166054901.953,122250083019.503
GNI (current US$),NY.GNP.MKTP.CD,Kyrgyz Republic,KGZ,1287688498.06778,1466016371.3115,1547843103.87804,1857008090.49641,2109434585.0034,2372146811.03772,2786068889.17114,3752070495.70915,4933258864.51447,4508661415.35911,4489261604.79334,5538865998.78064,6435842809.7884,6912033442.54566,7159302170.58326,6417477543.55163,6455295204.83045,7331338207.04089,8020105522.46126,8591968636.93341,8014045612.09171
GNI (current US$),NY.GNP.MKTP.CD,Lao PDR,LAO,1660408278.87789,1699625816.62537,1693883046.63419,1909955902.14911,2269398119.86321,2669821125.47372,3264394566.07594,4075572605.91519,5190805283.3008,5670990840.93593,6679604405.77842,8157262170.86008,9584412356.33691,11338527583.4343,12693403959.256,13784825969.75,15228402732.7657,16170189391.1828,17355921381.4955,17656109554.6817,17853650704.9136
GNI (current US$),NY.GNP.MKTP.CD,Latvia,LVA,7949004634.99421,8387665099.61943,9573346975.89813,11714710367.7284,14137886041.3685,16827637834.4742,21030822673.6895,30131969634.7969,35399410904.8385,28250467055.8799,24196595119.0757,27444998699.8034,27972506725.584,30136848287.9397,31426977355.7034,27135722905.2695,28043520978.3806,30407324342.8224,33883344508.4941,33726980608.3372,34385289591.9083
GNI (current US$),NY.GNP.MKTP.CD,Lebanon,LBN,17581364842.4544,17575751243.7811,18281858805.9701,16761628739.6352,20345357992.0398,21299316498.8391,22173609851.4096,25572375014.9254,29551796105.4726,35173882928.6899,37935417042.1227,39687755961.5257,43812619515.7546,46661645794.3615,47517900238.806,49420820075.6219,50329517818.2421,52818451125.7048,53788957813.5987,50358759131.2741,30697478253.7961
GNI (current US$),NY.GNP.MKTP.CD,Lesotho,LSO,1130525381.89707,1194386614.16408,1123285816.46064,1654867702.81473,2072881339.40182,2183399928.42011,2243369855.25764,2344576909.78395,2392556453.20312,2293074892.8977,2872100467.22588,3089102150.16736,2892666013.15149,2718881337.31294,2719632972.79486,2639103769.74372,2400601096.79311,2620025914.52694,3042775635.89218,2823939028.1032,2449484452.52643
GNI (current US$),NY.GNP.MKTP.CD,Liberia,LBR,772600000,749500300,763200400,595100100,730700200,793400200,966999900,1218799900,1566400000,1623399900,1818599900,2273155200,2529644000,2875704600,2892652000,2947075700,3117419600,3087813500,2985754800,2965834700,2887982500
GNI (current US$),NY.GNP.MKTP.CD,Libya,LBY,..,..,20746889763.7795,26805468750,33072307692.3077,46841723383.2759,60056945895.1364,68865365253.8028,87416057061.6962,61383711975.8366,75351592969.1897,48225037534.4699,90611759731.8887,74936709050.7586,57954479877.7894,49953813694.8874,50662893280.7442,68439539725.971,77676548875.9756,71083914323.1349,47646494861.7024
